dt,dataset,series_id,geo,value,source,ingest_ts
2007-09-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.5,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2007-10-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.5,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2007-11-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.4,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2007-12-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.5,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2008-01-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.4,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2008-02-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.4,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2008-03-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.4,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2008-04-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.5,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2008-05-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.5,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2008-06-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.6,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2008-07-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.6,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2008-08-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.7,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2008-09-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.8,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2008-10-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,7.9,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2008-11-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,8.1,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2008-12-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,8.4,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2009-01-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,8.8,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2009-02-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,9.1,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2009-03-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,9.4,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2009-04-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,9.5,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2009-05-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,9.6,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2009-06-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,9.7,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2009-07-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,9.8,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2009-08-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,9.9,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2009-09-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.0,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2009-10-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.1,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2009-11-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.2,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2009-12-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.2,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2010-01-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.3,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2010-02-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.3,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2010-03-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.3,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2010-04-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.4,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2010-05-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.4,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2010-06-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.3,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2010-07-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.3,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2010-08-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.2,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2010-09-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.2,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2010-10-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.3,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2010-11-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.2,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2010-12-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.2,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2011-01-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.1,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2011-02-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.1,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2011-03-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.1,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2011-04-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.0,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2011-05-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.1,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2011-06-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.1,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2011-07-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.2,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2011-08-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.3,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2011-09-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.5,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2011-10-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.6,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2011-11-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.7,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2011-12-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.8,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2012-01-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,10.9,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2012-02-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,11.0,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2012-03-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,11.2,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2012-04-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,11.3,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2012-05-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,11.4,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2012-06-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,11.5,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2012-07-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,11.6,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2012-08-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,11.6,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2012-09-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,11.7,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2012-10-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,11.9,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2012-11-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,12.0,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2012-12-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,12.0,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2013-01-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,12.2,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2013-02-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,12.2,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2013-03-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,12.2,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
2013-04-01,labour_unemployment,une_rt_m.EA20.TOTAL.T.SA.PC_ACT,EA20,12.2,eurostat_sdmx3_une_rt_m,2025-11-24T21:24:29+00:00
